#1|lemma	count
ⲗⲓⲙ	1
ⲗⲗⲉ	1
ⲛⲉ…	1
ⲗⲟⲛ	1
ⲗⲩⲡ	1
ⲗⲱⲛ	1
ⲣⲏϫ	1
ⲙⲁⲃ	1
ⲙⲁⲉ	1
ⲙⲁⲙ	1
ⲙⲉⲉ	1
ⲙⲉⲕ	1
ⲙⲏⲁ	1
ⲙⲏⲡ	1
ⲙⲏⲣ	1
ⲙⲑⲛ	1
ⲙⲑⲟ	1
ⲙⲓⲛ	1
ⲙⲓⲥ	1
ⲙⲙⲏ	1
ⲙⲙⲡ	1
ⲙⲟⲓ	1
ⲥⲉϩ	1
ⲙⲱⲣ	1
ⲥⲓϫ	1
ⲛⲁⲅ	1
ⲛⲁⲑ	1
ⲛⲁⲣ	1
ⲛⲏⲧ	1
ⲥⲱϥ	1
ⲥⲱϩ	1
ⲛⲙⲁ	1
ⲛⲛⲧ	1
ⲛⲟⲧ	1
ⲛⲣⲁ	1
ⲛⲧⲕ	1
ⲛⲧⲙ	1
ⲛⲱⲅ	1
ⲛⲱⲓ	1
ⲛⲱⲣ	1
ⲧⲏϩ	1
ⲧⲙϣ	1
ⲧⲣϥ	1
ⲡⲉ…	1
ⲩⲉϩ	1
ⲩⲱ}	1
ⲟⲍⲁ	1
ⲟⲏⲑ	1
ⲟⲓⲛ	1
ⲟⲗⲕ	1
ⲟⲙⲧ	1
ⲟⲧⲓ	1
ⲟⲩⲃ	1
ⲟⲩⲏ	1
ⲟⲩⲓ	1
ⲟⲩⲟ	1
ⲟⲩⲡ	1
ⲟⲩⲧ	1
ⲟⲩⲭ	1
ⲡⲁⲥ	1
ⲡⲉⲉ	1
ⲡⲉⲡ	1
ⲡⲓⲏ	1
ⲡⲓⲗ	1
ⲡⲛⲅ	1
ⲡⲟⲯ	1
ⲡⲱⲥ	1
ⲣⲉⲕ	1
ⲣⲉⲙ	1
ⲣⲉⲡ	1
ⲣⲉⲣ	1
ⲣⲉⲧ	1
ⲣⲏⲙ	1
ⲣⲙⲉ	1
ⲣⲟⲕ	1
ⲣⲟⲗ	1
ⲣⲧⲉ	1
ⲣⲱⲕ	1
ⲥⲁⲃ	1
ⲥⲁⲉ	1
ⲥⲁⲙ	1
ⲥⲁⲫ	1
ⲥⲁⲱ	1
ⲥⲉⲙ	1
ⲥⲉⲛ	1
ⲥⲉⲫ	1
ⲥⲏⲑ	1
ⲥⲕⲉ	1
ⲥⲟⲣ	1
ⲥⲥⲁ	1
ⲥⲧⲟ	1
ⲥⲫⲁ	1
ⲱⲙϫ	1
ⲧⲁⲕ	1
ⲧⲁⲧ	1
ⲧⲃⲥ	1
ⲧⲉⲉ	1
ⲧⲉⲩ	1
ⲧⲉⲱ	1
ⲧⲏⲑ	1
ⲧⲏⲛ	1
ⲧⲗⲧ	1
ⲧⲛⲉ	1
ⲧⲟⲟ	1
ⲧⲟⲧ	1
ⲧⲣⲓ	1
ⲧⲥⲃ	1
ⲧⲧⲟ	1
ⲧⲱⲝ	1
ⲩⲙⲧ	1
ⲫⲁⲣ	1
ⲭⲱ…	1
ⲫⲉⲑ	1
ⲫⲉⲗ	1
ⲭⲁⲥ	1
ⲭⲁⲫ	1
ⲭⲉⲑ	1
ⲭⲏⲕ	1
ⲭⲓⲃ	1
ⲭⲓⲥ	1
ⲱⲁⲩ	1
ⲱⲃⲉ	1
ⲱⲛⲧ	1
ⲱⲟⲗ	1
ⲱⲣⲉ	1
{ⲙ}ⲛ	1
oⲩⲇⲉ	1
{ⲁⲩⲱ	1
{ⲉⲣⲉ	1
{ⲙⲙⲟ	1
ⲡⲉⲑⲉⲙⲁⲛⲓⲧⲏⲥ	1
ϣⲛⲛⲟⲛⲛⲁⲙ	1
ⲟⲩⲉϣⲉⲓⲙⲉ	1
ⲟⲩⲉϣⲟⲩⲱϣ	1
ⲟⲩⲉϣⲟⲩⲱϩ	1
ⲟⲩⲉϣⲧⲱⲕⲥ	1
ⲟⲩⲉϩⲉⲟⲟⲩ	1
ϥϯϩⲉ	1
ϣϩⲓϫ	1
ϣϫⲓⲧ	1
ϩϣⲗϥ	1
ϩϥⲥⲱ	1
ϩϩⲁⲏ	1
ϩϩⲏⲧ	1
ϩϫⲱⲓ	1
ϩϭⲟⲗ	1
ϩϭⲟⲥ	1
ϫϭⲓϫ	1
ϯϣⲁϩ	1
ϯϩⲣⲕ	1
ϯϭⲗⲁ	1
ⲑⲁⲃⲁⲥⲟⲛ	1
ⲛⲁⲟϣⲙⲉϥ	1
ⲛⲁⲟϣⲙⲟⲩ	1
ϥ………	1
ⲧⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ;	1
ϯϩⲗⲏϭⲉ	1
ϯϩⲓⲛⲏⲃ	1
ϣⲃϣⲓ	1
ϣⲟϫⲉ	1
ϣⲱϥⲉ	1
ϥⲟϭⲃ	1
ϩⲁϭⲃ	1
ϩⲉϫⲡ	1
ϩⲏϭⲃ	1
ϩⲏϭⲉ	1
ϩⲛϣⲉ	1
ϩⲛϣⲓ	1
ϩⲟϥⲧ	1
ϩⲟϭⲃ	1
ϩⲱϩⲃ	1
ϩⲱϭⲃ	1
ϫⲁϩϫ	1
ϫⲓϩⲙ	1
ϫⲗϫⲗ	1
ϫⲟϭⲧ	1
ϫⲱϭⲉ	1
ϭⲟϫϩ	1
ϭⲟϫϫ	1
ϣⲉⲓϣ	1
ϣⲁⲓⲣ	1
ϣⲁⲕⲧ	1
ϣⲁⲛⲓ	1
ϣⲁⲛⲧ	1
ϣⲉⲃⲧ	1
ϣⲉⲕⲧ	1
ϣⲉⲣⲉ	1
ϣⲉⲧⲙ	1
ϣⲗⲉϩ	1
ϣⲗⲓϭ	1
ϣⲗⲟϥ	1
ϣⲏⲉⲓ	1
ϣⲏⲧⲥ	1
ϣⲑⲏⲧ	1
ϣⲓⲙⲉ	1
ϣⲟⲗϥ	1
ϣⲟⲛϣ	1
ϣⲕⲁⲥ	1
ϣⲟⲟϭ	1
ϭⲱϣⲡ	1
ϭⲱϫⲉ	1
ϣⲛⲃⲉ	1
ϣⲧⲁϥ	1
ϣⲧⲟϥ	1
ϣⲟⲃⲥ	1
ϣⲟⲡⲥ	1
ϣⲡⲱⲧ	1
ϣⲱⲕϥ	1
ϣⲱⲡϣ	1
ϣⲧⲉⲓ	1
ϣⲧⲏⲁ	1
ϣⲱⲗⲥ	1
ϣⲱⲟⲩ	1
ϣⲱⲱⲥ	1
ϥⲉⲕⲙ	1
ϥⲉⲧⲛ	1
ϥⲓⲧⲉ	1
ϥⲙⲟⲩ	1
ϥⲥⲟⲕ	1
ϥⲱⲧϩ	1
ϥⲱⲉⲓ	1
ϥⲱⲛⲧ	1
ϫⲟ……	1
ϩⲁⲣϩ	1
ϩⲁⲣϭ	1
ϩⲁⲧϥ	1
ϩⲃⲉϥ	1
ϩⲉⲣϣ	1
ϩⲁⲁⲑ	1
ϩⲁⲉⲓ	1
ϩⲁⲏⲗ	1
ϩⲁⲗⲕ	1
ϩⲁⲙⲁ	1
ϩⲁⲣⲙ	1
ϩⲁⲣⲟ	1
ϩⲁⲥⲉ	1
ϩⲃⲓⲛ	1
ϩⲃⲟⲓ	1
ϩⲏⲧ}	1
ϩⲉⲃⲧ	1
ϩⲓⲡϭ	1
ϩⲓⲧϥ	1
ϩⲉⲏⲣ	1
ϩⲉⲛⲏ	1
ϩⲉⲛⲟ	1
ϩⲉⲛⲧ	1
ϩⲉⲟⲥ	1
ϩⲉⲣⲙ	1
ϩⲉⲧⲟ	1
ϩⲗⲟϥ	1
ϩⲏⲙⲉ	1
ϩⲏⲧⲃ	1
ϩⲏⲧⲛ	1
ϩⲓⲃⲉ	1
ϩⲓⲉⲃ	1
ϩⲓⲏⲃ	1
ϩⲓⲗⲙ	1
ϩⲓⲣⲱ	1
ϩⲓⲱⲟ	1
ϩⲓⲱⲧ	1
ϩⲟⲗϭ	1
ϩⲛⲁ…	1
ϩⲗⲱⲙ	1
ϩⲙⲉⲕ	1
ϩⲙⲉⲥ	1
ϩⲙⲛⲉ	1
ϩⲙⲛⲧ	1
ϩⲙⲟⲥ	1
ϩⲙⲡⲉ	1
ϩⲙⲡⲏ	1
ϩⲛⲁⲕ	1
ϩⲛⲁⲥ	1
ϩⲛⲁⲩ	1
ϩⲛⲕⲉ	1
ϩⲛⲕⲏ	1
ϩⲛⲛⲁ	1
ϩⲛⲣⲱ	1
ϩⲟⲙ†	1
ϩⲟⲃⲉ	1
ϩⲟⲃⲧ	1
ϩⲟⲕⲉ	1
ϩⲟⲕⲣ	1
ϩⲟⲙⲥ	1
ϩⲟⲣⲃ	1
ϩⲟⲥⲙ	1
ϩⲟⲧⲁ	1
ϩⲟⲩⲁ	1
ϩⲟⲯⲛ	1
ϩⲣⲁⲙ	1
ϩⲣⲉⲓ	1
ϩⲣⲉⲥ	1
ϩⲣⲕⲟ	1
ϩⲣⲣⲉ	1
ϩⲥⲉⲡ	1
ϩⲱⲙϫ	1
ϩⲱⲣϣ	1
ϩⲱⲣϥ	1
ϩⲱⲣϭ	1
ϩⲧⲏⲛ	1
ϩⲧⲟⲛ	1
ϩⲧⲟⲣ	1
ϩⲫⲏⲧ	1
ϩⲱⲗⲕ	1
ϩⲱⲛⲅ	1
ϩⲱⲣⲁ	1
ϩⲱⲧⲁ	1
ϩⲱⲧⲉ	1
ϩⲱⲧⲣ	1
ϩⲱⲱⲛ	1
ϫⲁⲓⲏ	1
ϫⲁⲙⲏ	1
ϫⲁⲟⲩ	1
ϫⲉⲗⲕ	1
ϫⲉⲙⲉ	1
ϫⲉⲣⲛ	1
ϫⲉⲩⲁ	1
ϫⲏⲃⲥ	1
ϫⲓⲙⲉ	1
ϫⲓⲛⲉ	1
ϫⲓⲧⲟ	1
ϫⲓⲫⲟ	1
ϫⲓⲱⲅ	1
ϫⲗⲗⲉ	1
ϫⲟⲗⲥ	1
ϫⲟⲟⲝ	1
ϫⲟⲟⲥ	1
ϫⲟⲧⲥ	1
ϫⲱⲧϩ	1
ϫⲱⲕⲧ	1
ϫⲱⲟⲩ	1
ϫⲱⲱⲣ	1
ϭⲁⲗⲱ	1
ϭⲃⲥⲉ	1
ϭⲉⲗⲙ	1
ϭⲉⲙⲉ	1
ϭⲉⲛⲁ	1
ϭⲉⲡⲉ	1
ϭⲉⲣⲉ	1
ϭⲉⲧⲡ	1
ϭⲏⲟⲩ	1
ϭⲏⲡⲉ	1
ϭⲟⲧϩ	1
ϭⲣⲓϫ	1
ϭⲛⲁⲧ	1
ϭⲛⲉⲥ	1
ϭⲛⲑⲉ	1
ϭⲟⲙⲉ	1
ϭⲟⲡⲉ	1
ϭⲡⲟⲩ	1
ϭⲱⲣϫ	1
ϭⲧⲱⲗ	1
ϭⲱⲛ†	1
ϯⲃⲱⲕ	1
ϯⲕⲃⲟ	1
ϯⲟⲟⲩ	1
ϯⲣⲁⲛ	1
ϯⲥⲁⲕ	1
ϯⲧⲱⲕ	1
ⲛⲁⲧϩⲙⲕⲟ	1
ⲟⲛⲩϩⲁϭⲉ	1
ⲉⲁⲃⲉⲛⲛⲏⲣ	1
ⲧⲃⲁⲓⲑⲑⲓⲁⲛⲓⲥ	1
ⲑⲁⲓⲙⲙⲁⲛ	1
ⲣⲉϥⲉⲛⲕⲱⲱⲥ	1
ϣⲁⲛϩⲧⲏⲩ	1
ⲑⲁⲗⲡⲓⲱⲑ	1
ⲗⲟⲕⲓⲥⲙⲟⲥ	1
ⲝⲟⲙⲟⲗⲟⲅⲏⲥⲓⲥ	1
ⲛⲩⲕⲧⲓⲕⲟⲣⲁⲝ	1
ϩⲁⲓⲣⲉⲥⲓⲥ	1
ⲑⲁⲣⲁⲃⲁⲙ	1
ⲑⲁⲣⲕⲁⲉⲓ	1
ⲑⲁⲭⲉⲃⲉⲃ	1
ⲟⲓⲃⲱⲧⲟⲥ	1
ⲑⲃⲃⲓⲱⲟⲩ	1
ⲇⲁⲩⲉⲓⲇⲁⲩⲱ	1
ⲁⲛⲁⲥⲧⲁⲥⲓⲥ	1
fehlt	1
ⲁⲥⲭⲏⲙⲟⲛⲉⲓ	1
lines	1
ϩⲛⲁϭⲟⲗⲧⲉ	1
{text	1
ⲭⲣⲩⲥⲟⲩⲥ	1
{ⲩ}ⲟⲩⲟⲉⲓϣ	1
ⲉϩⲣⲁⲫⲓⲇⲓⲛ	1
ⲍⲟⲍⲟⲙⲙⲉⲓⲛ	1
ϯⲥⲩⲙⲃⲟⲗⲏ	1
ⲃⲟⲩⲥⲁⲭⲁⲣ	1
ⲙⲡⲉⲩⲛⲟⲙⲟⲥ	1
ⲙⲡⲣⲧⲣⲁϭⲟⲟⲗⲉⲧ	1
ⲃⲟⲗⲉⲧⲕⲟⲓⲃⲱⲧⲟⲥ	1
ⲛⲁϩⲣⲁⲕϣⲁ	1
ⲛⲟϣⲟⲉⲓϣ	1
{ϩ}ⲛⲟⲩ	1
ⲕⲟⲗⲁⲥⲓⲥ	1
ⲇⲏⲗⲁⲛⲁⲇ	1
ⲥⲙⲁⲣⲁⲅⲇⲟⲥ	1
ϩⲏⲧⲣⲁⲕⲧⲕ	1
ⲟⲩϭⲁϭⲓⲧⲱⲛ	1
ⲥⲉⲩϩⲗⲩⲡⲓ	1
ⲥⲉⲩϩⲛⲧⲏⲩ	1
ⲉⲓⲉⲣⲏⲙⲓⲁⲥ	1
ⲟⲩⲏϩⲙⲙⲁⲩ	1
ϩⲓⲙⲟⲧⲣⲟⲙⲟⲥ	1
ⲧⲇⲓⲕⲁⲓⲥⲟⲥⲩⲛⲏ	1
ⲥⲁⲗⲁⲃⲟⲩⲛⲓⲧⲏⲥ	1
ⲧⲃⲁⲃⲩⲗⲱⲛⲓⲁ	1
ⲉϣⲙⲟⲟϣⲉ	1
ⲣⲱⲑⲟⲣⲉⲕ	1
ϩⲁⲙⲕⲉⲗⲗⲉ	1
ϩⲁⲙⲕⲏⲗⲗⲉ	1
ⲣⲱⲙⲉⲧⲟϭ	1
ⲕⲁⲥⲕⲁⲛⲇⲁⲗⲟⲛ	1
ⲣⲱⲛⲓⲉⲓⲙ	1
ⲙⲏⲏϣⲉⲣϣⲡⲏⲣⲉ	1
ⲉⲧⲟⲩⲱⲧⲓⲃ	1
ⲃⲩⲣⲓⲗⲗⲟⲥ	1
ⲥⲟⲩⲣⲓⲥⲁⲇⲁⲓ	1
ⲧⲉⲣⲩⲑⲧⲣⲁ	1
…ϯⲛⲁ	1
ϩⲉⲑⲛⲟⲥϣⲁⲛⲧ	1
……ϫ…	1
ⲛⲉⲑⲁⲓⲃⲱⲣ	1
ⲛⲉⲑⲁⲗⲁⲥⲁ	1
ⲉϥⲉⲣⲁⲕⲧ	1
ⲥⲃⲧⲱⲧⲉⲣϩⲙϩⲁⲗ	1
…ⲁⲛⲁ	1
ⲕⲣⲁⲣⲭⲱⲛ	1
ⲇⲓⲁⲇⲟⲭⲏ	1
ⲁⲃⲏⲥⲁⲗⲱⲙⲛϭⲓ	1
ϫⲱⲱⲙⲉⲉⲧ	1
ⲑⲉⲓⲉϩⲉⲛ	1
ⲛⲓⲇⲓⲑⲟⲩⲛ	1
ⲙⲁⲛⲉⲃⲁⲁⲙⲡⲉ	1
ϩⲏⲅⲉⲙⲟⲛⲓⲁ	1
ⲧⲉⲥⲉⲫⲏⲗⲁ	1
ⲧⲁⲅⲁⲗⲗⲉⲓⲙ	1
ⲕⲣⲓⲧⲉⲓⲥ	1
ⲇⲓⲕⲁⲓⲟⲓ	1
ⲥⲃⲧⲉⲛⲉⲩϩⲣⲏⲩⲉ	1
ⲑⲉⲗⲁⲙⲓⲛ	1
ⲟⲙⲙⲓⲉⲓⲛ	1
ϩⲉϫϫⲧⲉⲕ	1
ⲧⲓⲕⲟⲓⲃⲱⲧⲟⲥ	1
ⲑⲉⲙⲕⲟⲟⲩ	1
ⲛⲧⲣⲉϥϫⲓϫⲛⲁϩ	1
ϣⲉⲡϩⲓⲥⲉ	1
ⲟⲙⲟⲩⲥⲉⲓ	1
ⲑⲉⲣⲁⲫⲓⲙ	1
ⲱⲓⲓⲏⲥⲟⲩⲥ	1
ⲕⲣⲩⲫⲓⲟⲛ	1
ϣⲣϣⲟⲣⲟⲩ	1
ⲧⲉⲥⲧⲟⲓⲃⲏ	1
ⲛⲣⲉϥϭⲉⲡⲏ	1
ⲁⲣⲭⲓⲥⲑⲁⲓ	1
ⲛⲉⲓⲁⲥⲕⲱⲥ	1
ⲣⲣⲉϥⲡⲉϩϣⲉ	1
ⲛⲓⲉⲃⲟⲥⲑⲉ	1
ⲛⲉⲓⲃⲏⲛⲛⲉ	1
ⲛⲁⲉⲣϭⲱⲃ	1
ⲅⲉⲣⲅⲉⲍⲁⲓⲟⲥ	1
ⲛⲉⲓⲉⲕⲙⲁⲛ	1
ⲛⲁⲃⲁⲓⲱⲑ	1
ⲛⲁⲃⲁⲧⲏⲥ	1
ⲛⲁⲃⲓⲇⲁⲗ	1
ⲛⲁⲇⲁⲙⲓⲛ	1
ⲛⲁⲇⲁⲛⲁⲭ	1
ϥⲉⲙⲁⲙⲁⲁⲧ	1
ⲛⲓⲉⲙⲓⲛⲓⲛ	1
ⲛⲁⲕⲧⲟⲟⲩ	1
ⲛⲁⲗⲟⲉⲥⲟ	1
ⲁ(ⲛ)	1
ⲛⲁⲗⲟⲝⲟⲩ	1
ⲁϣⲁⲗ	1
ⲁϣⲟⲩ	1
ⲁϩⲉⲣ	1
ⲁϫⲛⲧ	1
ⲛⲁⲙⲃⲣⲁⲙ	1
ⲉϣⲉⲓ	1
ⲉϣⲉⲣ	1
ⲉϣⲟⲗ	1
ⲉϣⲱⲧ	1
ⲉϫⲛⲧ	1
ⲙϣⲧⲉ	1
ⲙϩⲣⲁ	1
ⲛϥⲏⲩ	1
ⲛϭⲓⲧ	1
ⲟϩⲟⲙ	1
ⲡϣⲁⲛ	1
ⲡϣⲱⲧ	1
ⲡϩⲁⲓ	1
ⲡϩⲁⲧ	1
ⲡϩⲱⲃ	1
ⲡϫⲟⲉ	1
ⲣϣⲁⲩ	1
ⲣϣⲃⲉ	1
ⲣϣⲛⲁ	1
ⲣϥⲧⲟ	1
ⲣϩⲁⲓ	1
ⲣϩⲏⲧ	1
ⲣϩⲗⲟ	1
ⲣϩⲙⲉ	1
ⲣϩⲱⲧ	1
ⲣϫⲡⲟ	1
ⲣϭⲟⲙ	1
ⲥϣⲁⲛ	1
ⲥϫⲡⲟ	1
ⲧϩⲓⲟ	1
ⲧϩⲛⲉ	1
ⲩϣⲁⲙ	1
ⲱϣⲁⲛ	1
ⲱϫⲉⲛ	1
ⲃⲁⲁⲛⲁⲁⲩⲟⲛϣⲟⲩ	1
ⲡⲁϩⲡⲙⲁⲥ	1
ⲛⲁⲛⲁⲑⲱⲑ	1
ⲛⲁⲛⲓⲧⲁⲡ	1
ⲛⲁⲛⲥⲁⲱϥ	1
ⲛⲁⲧⲁϩⲟⲩ	1
ⲛⲓⲉⲥⲓⲙⲱⲑ	1
ⲧⲉⲧⲛⲃⲱϭⲉ	1
ⲛⲁⲟⲩⲙⲉϥ	1
ⲁⲁϫⲉ	1
ⲃⲁϭⲥ	1
ⲃⲉϩⲛ	1
ⲃⲟϭⲉ	1
ⲃⲟϭⲥ	1
ⲃⲟϭⲧ	1
ⲅⲱϣⲧ	1
ⲉⲧϩⲙ	1
ⲁⲁⲕⲉ	1
ⲁⲃⲉⲥ	1
ⲁⲃⲏⲗ	1
ⲁⲃⲱⲑ	1
ⲁⲅⲅⲉ	1
ⲁⲅⲉⲃ	1
ⲁⲅⲓⲁ	1
ⲁⲇⲁⲣ	1
ⲁⲓⲏⲩ	1
ⲁⲗⲁⲩ	1
ⲁⲗⲓⲗ	1
ⲁⲗⲟⲙ	1
ⲁⲣⲟϣ	1
ⲁⲙⲣⲉ	1
ⲁⲝⲱⲛ	1
ⲁⲡⲟⲩ	1
ⲁⲣⲁⲇ	1
ⲁⲣⲏⲃ	1
ⲁⲣⲙⲁ	1
ⲁⲣⲟⲛ	1
ⲁⲣⲭⲉ	1
ⲁⲥⲓⲃ	1
ⲁⲥⲟⲙ	1
ⲁⲧⲉⲓ	1
ⲁⲧⲙⲉ	1
ⲁⲫⲉⲕ	1
ⲁⲫⲟⲩ	1
ⲁⲫⲣⲏ	1
ⲁⲭⲉⲓ	1
ⲃⲉⲉϣ	1
ⲃⲁⲁⲗ	1
ⲃⲁⲑⲁ	1
ⲃⲃⲁⲓ	1
ⲃⲃⲣⲉ	1
ⲃⲉⲏⲗ	1
ⲃⲉⲓⲱ	1
ⲃⲏⲏⲧ	1
ⲃⲏⲣⲁ	1
ⲃⲓⲁⲧ	1
ⲃⲓⲟⲥ	1
ⲃⲓⲧⲥ	1
ⲃⲓⲧⲧ	1
ⲃⲟⲗ…	1
ⲃⲟⲓⲗ	1
ⲃⲟⲩⲣ	1
ⲃⲣⲃⲣ	1
ⲃⲱⲉⲓ	1
ⲃⲱⲗⲁ	1
ⲅⲅⲁⲓ	1
ⲅⲏⲗⲁ	1
ⲅⲟⲩⲣ	1
ⲅⲱⲅⲏ	1
ⲅⲱⲗⲁ	1
ⲇⲁⲃⲓ	1
ⲇⲁⲇⲁ	1
ⲇⲉⲗⲑ	1
ⲇⲉⲣⲟ	1
ⲇⲓⲙⲏ	1
ⲓⲉϫⲉ	1
ⲇⲱⲛⲓ	1
ⲉⲓⲉϩ	1
ⲉⲇⲱⲙ	1
ⲉⲉⲓⲱ	1
ⲉⲑⲃⲉ	1
ⲉⲑⲑⲓ	1
ⲉⲓⲃⲧ	1
ⲉⲓⲉⲡ	1
ⲉⲓⲕⲏ	1
ⲉⲓⲛⲁ	1
ⲉⲓⲱⲃ	1
ⲉⲕⲉⲣ	1
ⲉⲗⲁⲙ	1
ⲉⲗⲉⲗ	1
ⲉⲗⲓⲉ	1
ⲉⲗⲭⲁ	1
ⲉⲗⲱⲙ	1
ⲉⲙⲁⲑ	1
ⲉⲙⲟⲩ	1
ⲉⲙⲱⲣ	1
ⲉⲛⲁⲕ	1
ⲉⲛⲁⲭ	1
ⲉⲛⲕⲁ	1
ⲉⲧⲁϥ	1
ⲉⲧⲟϩ	1
ⲉⲟⲩⲱ	1
ⲉⲡⲉⲓ	1
ⲉⲣⲟⲛ	1
ⲉⲣⲡⲉ	1
ⲉⲣⲡⲱ	1
ⲉⲣⲣⲟ	1
ⲕⲁϩⲣ	1
ⲉⲧⲁⲓ	1
ⲉⲧⲁⲕ	1
ⲉⲧⲟⲛ	1
ⲉⲧⲥⲁ	1
ⲕⲛϩⲉ	1
ⲕⲱϩ†	1
ⲗⲁϩⲙ	1
ⲍⲁⲣⲉ	1
ⲙⲉϥⲉ	1
ⲍⲱⲛⲧ	1
ⲛⲁ14	1
ⲙⲟϩⲥ	1
ⲏⲙⲁⲑ	1
ⲛⲁϩⲉ	1
ⲛⲁϩⲓ	1
ⲛⲁϫⲉ	1
ⲛⲉϩⲙ	1
ⲛⲉϩⲛ	1
ⲛⲉϫⲁ	1
ⲛⲉϫⲧ	1
ⲛⲉϭⲥ	1
ⲑⲁⲣⲁ	1
ⲑⲃⲃⲓ	1
ⲛⲟϫⲉ	1
ⲛⲟϭⲥ	1
ⲑⲉⲟⲥ	1
ⲑⲏⲣⲉ	1
ⲑⲙⲙⲁ	1
ⲑⲙⲥⲉ	1
ⲑⲛⲛⲉ	1
ⲑⲩⲕⲏ	1
ⲓⲅⲙⲁ	1
ⲓⲇⲉⲓ	1
ⲓⲉⲓⲙ	1
ⲓⲉⲣⲣ	1
ⲓⲉⲱⲛ	1
ⲓⲗⲓⲙ	1
ⲓⲗⲱⲙ	1
ⲓⲗⲱⲛ	1
ⲓⲟⲃⲁ	1
ⲓⲟⲇⲁ	1
ⲓⲟⲟⲣ	1
ⲓⲟⲡⲏ	1
ⲓⲟⲩⲗ	1
ⲟⲩ()	1
ⲓⲥⲟⲣ	1
ⲓⲧⲉⲛ	1
ⲓⲧⲉⲡ	1
ⲓⲧⲏⲛ	1
ⲓⲧⲣⲉ	1
ⲓⲱⲁⲛ	1
ⲓⲱⲏⲗ	1
ⲓⲱⲧⲉ	1
ⲟⲙϫϥ	1
ⲕⲁⲁⲥ	1
ⲕⲁⲁⲩ	1
ⲕⲁⲑⲁ	1
ⲕⲁⲗⲉ	1
ⲕⲁⲗⲏ	1
ⲕⲁⲙⲁ	1
ⲕⲁⲛⲁ	1
ⲕⲁⲛⲉ	1
ⲕⲁⲧⲇ	1
ⲕⲃⲃⲉ	1
ⲕⲉⲉⲓ	1
ⲕⲉⲗⲁ	1
ⲕⲉⲙⲁ	1
ⲕⲉⲣⲉ	1
ⲕⲉⲧⲉ	1
ⲕⲕⲟϩ	1
ⲟⲩϩ’	1
ⲕⲏⲕⲁ	1
ⲟⲩϥⲉ	1
ⲟⲩϩⲁ	1
ⲟⲩϩⲉ	1
ⲟⲩϩⲥ	1
ⲟⲩϫⲉ	1
ⲕⲏⲡⲉ	1
ⲕⲛⲉϭ	1
ⲕⲓⲧⲉ	1
ⲕⲟⲗϫ	1
ⲕⲗⲓⲥ	1
ⲕⲙⲡⲉ	1
ⲡⲁϩϥ	1
ⲕⲛⲧⲏ	1
ⲕⲛⲧⲛ	1
ⲕⲛⲧⲥ	1
ⲕⲟⲩⲙ	1
ⲕⲟⲩⲟ	1
ⲕⲟⲩⲥ	1
ⲕⲣⲓⲥ	1
ⲕⲣⲛⲉ	1
ⲕⲣⲟⲥ	1
ⲕⲣⲱⲙ	1
ⲡⲁϣⲥ	1
ⲕⲧⲟⲩ	1
ⲕⲧⲣⲉ	1
ⲡⲉϩⲥ	1
ⲕⲯⲛⲏ	1
ⲡⲓϭⲁ	1
ⲗⲁⲃⲇ	1
ⲗⲁⲓⲛ	1
ⲗⲁⲗⲱ	1
ⲡⲟϩⲥ	1
ⲡⲟϩⲧ	1
ⲡⲟϭⲉ	1
ⲗⲓⲃⲉ	1
ⲗⲓⲕⲧ	1
ⲗⲗⲏⲥ	1
ⲗⲗⲗⲁ	1
ⲡⲱϫⲕ	1
ⲗⲗⲱⲛ	1
ⲗⲙⲉⲓ	1
ⲗⲟⲩⲇ	1
ⲣⲉϥϣ	1
ⲣⲁϭⲛ	1
ⲗⲱⲃⲧ	1
ⲗⲱⲧⲉ	1
ⲣⲏϭⲉ	1
ⲙⲁⲁϫ	1
ⲙⲁⲁⲧ	1
ⲙⲁⲉⲧ	1
ⲙⲁⲏⲗ	1
ⲙⲁⲛⲁ	1
ⲙⲁⲛⲏ	1
ⲙⲁⲣⲁ	1
ⲙⲁⲥⲙ	1
ⲙⲁⲥⲧ	1
ⲙⲁⲧⲣ	1
ⲙⲁⲱⲛ	1
ⲙⲁⲱⲭ	1
ⲙⲅⲁⲇ	1
ⲙⲏⲣϣ	1
ⲣⲟϩⲕ	1
ⲙⲉⲛⲉ	1
ⲙⲉⲥⲧ	1
ⲙⲉⲧⲛ	1
ⲙⲏⲉⲓ	1
ⲙⲓⲁⲥ	1
ⲙⲓⲏⲉ	1
ⲙⲡⲱϥ	1
ⲣⲱϩⲥ	1
ⲙⲛⲧ…	1
ⲙⲙⲁⲥ	1
ⲙⲙⲉⲣ	1
ⲙⲙⲛⲣ	1
ⲙⲙⲟⲝ	1
ⲙⲙⲟⲩ	1
ⲙⲥⲁϩ	1
ⲙⲙⲱⲓ	1
ⲙⲛⲁⲓ	1
ⲙⲛⲧⲕ	1
ⲙⲛⲧⲡ	1
ⲙⲛⲧⲣ	1
ⲙⲟⲣ†	1
ⲙⲡⲣ…	1
ⲙⲟⲕⲥ	1
ⲙⲟⲛⲅ	1
ⲙⲟⲛⲕ	1
ⲙⲟⲟⲣ	1
ⲙⲟⲣⲉ	1
ⲙⲟⲥⲉ	1
ⲙⲫⲟϥ	1
